ReactionSMILES	reaction name	reactionSMARTS	reacting substructures	product substructures
O=C([C@@H](O)[C@@H](O)CO)[C@H](O)CO>>O=CCO.OC=C(O)[C@H](O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C([C@@H](O)[C@@H](O)CO)[C@H](O)CO>>C=O.OC=C(O)[C@@H](O)[C@@H](O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C([C@@H](O)[C@H](O)CO)[C@H](O)CO>>O=CCO.OC=C(O)[C@H](O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C([C@@H](O)[C@H](O)CO)[C@H](O)CO>>C=O.OC=C(O)[C@@H](O)[C@H](O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=CC(O)(CO)CO>>C=O.OC=C(O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C[C@@](O)(CO)[C@H](O)CO>>C=O.OC=C(O)[C@H](O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C[C@@](O)(CO)[C@H](O)CO>>O=CCO.OC=C(O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C[C@@](O)(CO)[C@@H](O)CO>>C=O.OC=C(O)[C@@H](O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C[C@@](O)(CO)[C@@H](O)CO>>O=CCO.OC=C(O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C[C@](O)(CO)[C@H](O)CO>>C=O.OC=C(O)[C@H](O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C[C@](O)(CO)[C@H](O)CO>>O=CCO.OC=C(O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C[C@](O)(CO)[C@@H](O)CO>>C=O.OC=C(O)[C@@H](O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C[C@](O)(CO)[C@@H](O)CO>>O=CCO.OC=C(O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C[C@@](O)(CO)[C@H](O)[C@@H](O)CO>>C=O.OC=C(O)[C@H](O)[C@@H](O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C[C@@](O)(CO)[C@H](O)[C@@H](O)CO>>O=C[C@@H](O)CO.OC=C(O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C[C@@](O)(CO)[C@H](O)[C@H](O)CO>>C=O.OC=C(O)[C@H](O)[C@H](O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C[C@@](O)(CO)[C@H](O)[C@H](O)CO>>O=C[C@H](O)CO.OC=C(O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C[C@@](O)(CO)[C@@H](O)[C@@H](O)CO>>C=O.OC=C(O)[C@@H](O)[C@@H](O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C[C@@](O)(CO)[C@@H](O)[C@@H](O)CO>>O=C[C@@H](O)CO.OC=C(O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C[C@@](O)(CO)[C@@H](O)[C@H](O)CO>>C=O.OC=C(O)[C@@H](O)[C@H](O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C[C@@](O)(CO)[C@@H](O)[C@H](O)CO>>O=C[C@H](O)CO.OC=C(O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C[C@](O)(CO)[C@H](O)[C@@H](O)CO>>C=O.OC=C(O)[C@H](O)[C@@H](O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C[C@](O)(CO)[C@H](O)[C@@H](O)CO>>O=C[C@@H](O)CO.OC=C(O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C[C@](O)(CO)[C@H](O)[C@H](O)CO>>C=O.OC=C(O)[C@H](O)[C@H](O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C[C@](O)(CO)[C@H](O)[C@H](O)CO>>O=C[C@H](O)CO.OC=C(O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C[C@](O)(CO)[C@@H](O)[C@@H](O)CO>>C=O.OC=C(O)[C@@H](O)[C@@H](O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C[C@](O)(CO)[C@@H](O)[C@@H](O)CO>>O=C[C@@H](O)CO.OC=C(O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C[C@](O)(CO)[C@@H](O)[C@H](O)CO>>C=O.OC=C(O)[C@@H](O)[C@H](O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C[C@](O)(CO)[C@@H](O)[C@H](O)CO>>O=C[C@H](O)CO.OC=C(O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C[C@](O)(CO)C(O)(CO)CO>>C=O.OC=C(O)C(O)(CO)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C[C@](O)(CO)C(O)(CO)CO>>O=C(CO)CO.OC=C(O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C(CO)[C@@H](O)[C@H](O)[C@@H](O)CO>>O=C[C@@H](O)CO.OC=C(O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C(CO)[C@@H](O)[C@H](O)[C@H](O)CO>>O=C[C@H](O)CO.OC=C(O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C[C@@H](O)C(O)(CO)CO>>O=C(CO)CO.OC=CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C(CO)[C@@H](O)C(O)(CO)CO>>O=C(CO)CO.OC=C(O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C(CO)[C@@H](O)[C@@H](O)[C@@H](O)CO>>O=C[C@@H](O)CO.OC=C(O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C(CO)[C@@H](O)[C@@H](O)[C@H](O)CO>>O=C[C@H](O)CO.OC=C(O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C(CO)[C@H](O)[C@H](O)[C@@H](O)CO>>O=C[C@@H](O)CO.OC=C(O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C(CO)[C@H](O)[C@H](O)[C@H](O)CO>>O=C[C@H](O)CO.OC=C(O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C[C@H](O)C(O)(CO)CO>>O=C(CO)CO.OC=CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C(CO)[C@H](O)C(O)(CO)CO>>O=C(CO)CO.OC=C(O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C[C@@](O)(CO)C(O)(CO)CO>>C=O.OC=C(O)C(O)(CO)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C[C@@](O)(CO)C(O)(CO)CO>>O=C(CO)CO.OC=C(O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C(CO)[C@H](O)[C@@H](O)[C@@H](O)CO>>O=C[C@@H](O)CO.OC=C(O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
O=C(CO)[C@H](O)[C@@H](O)[C@H](O)CO>>O=C[C@H](O)CO.OC=C(O)CO	retroaldol_to_enol-t2	[O:3]=[C:2][C:1][$(C-,:CO):4][O:5]>>[C:1]=[C:2][O:3].[C:4]=[O:5]	[O:3]=[C:2][C:1][$(C(CO)):4][O:5]	[C:1]=[C:2][O:3].[C:4]=[O:5]	
C=O.O=CC(O)(CO)CO.[OH-]>>O=CO.OCC(O)(CO)CO	Cannizzaro	[C&H2:1]=[O:2].[$(C=O)&!$(C(-,:O)=O)&!$(C(-,:C)(-,:C)=O):3]=[O:4].[O&-:5]>>[C&h:3][O:4].[C:1](-,:O)=[O:2]	[CH2:1]=[O:2].[$(C=O)!$(C(O)=O)!$(C(C)(C)=O):3]=[O:4].[O-:5]	[Ch:3][O:4].[C:1]([O])=[O:2]	
C=O.O=C[C@@](O)(CO)[C@H](O)CO.[OH-]>>O=CO.OC[C@@H](O)C(O)(CO)CO	Cannizzaro	[C&H2:1]=[O:2].[$(C=O)&!$(C(-,:O)=O)&!$(C(-,:C)(-,:C)=O):3]=[O:4].[O&-:5]>>[C&h:3][O:4].[C:1](-,:O)=[O:2]	[CH2:1]=[O:2].[$(C=O)!$(C(O)=O)!$(C(C)(C)=O):3]=[O:4].[O-:5]	[Ch:3][O:4].[C:1]([O])=[O:2]	
C=O.O=C[C@@](O)(CO)[C@@H](O)CO.[OH-]>>O=CO.OC[C@H](O)C(O)(CO)CO	Cannizzaro	[C&H2:1]=[O:2].[$(C=O)&!$(C(-,:O)=O)&!$(C(-,:C)(-,:C)=O):3]=[O:4].[O&-:5]>>[C&h:3][O:4].[C:1](-,:O)=[O:2]	[CH2:1]=[O:2].[$(C=O)!$(C(O)=O)!$(C(C)(C)=O):3]=[O:4].[O-:5]	[Ch:3][O:4].[C:1]([O])=[O:2]	
C=O.O=C[C@](O)(CO)[C@H](O)CO.[OH-]>>O=CO.OC[C@@H](O)C(O)(CO)CO	Cannizzaro	[C&H2:1]=[O:2].[$(C=O)&!$(C(-,:O)=O)&!$(C(-,:C)(-,:C)=O):3]=[O:4].[O&-:5]>>[C&h:3][O:4].[C:1](-,:O)=[O:2]	[CH2:1]=[O:2].[$(C=O)!$(C(O)=O)!$(C(C)(C)=O):3]=[O:4].[O-:5]	[Ch:3][O:4].[C:1]([O])=[O:2]	
C=O.O=C[C@](O)(CO)[C@@H](O)CO.[OH-]>>O=CO.OC[C@H](O)C(O)(CO)CO	Cannizzaro	[C&H2:1]=[O:2].[$(C=O)&!$(C(-,:O)=O)&!$(C(-,:C)(-,:C)=O):3]=[O:4].[O&-:5]>>[C&h:3][O:4].[C:1](-,:O)=[O:2]	[CH2:1]=[O:2].[$(C=O)!$(C(O)=O)!$(C(C)(C)=O):3]=[O:4].[O-:5]	[Ch:3][O:4].[C:1]([O])=[O:2]	
C=O.O=C[C@@](O)(CO)[C@H](O)[C@@H](O)CO.[OH-]>>O=CO.OC[C@H](O)[C@@H](O)C(O)(CO)CO	Cannizzaro	[C&H2:1]=[O:2].[$(C=O)&!$(C(-,:O)=O)&!$(C(-,:C)(-,:C)=O):3]=[O:4].[O&-:5]>>[C&h:3][O:4].[C:1](-,:O)=[O:2]	[CH2:1]=[O:2].[$(C=O)!$(C(O)=O)!$(C(C)(C)=O):3]=[O:4].[O-:5]	[Ch:3][O:4].[C:1]([O])=[O:2]	
C=O.O=C[C@@](O)(CO)[C@H](O)[C@H](O)CO.[OH-]>>O=CO.OC[C@@H](O)[C@@H](O)C(O)(CO)CO	Cannizzaro	[C&H2:1]=[O:2].[$(C=O)&!$(C(-,:O)=O)&!$(C(-,:C)(-,:C)=O):3]=[O:4].[O&-:5]>>[C&h:3][O:4].[C:1](-,:O)=[O:2]	[CH2:1]=[O:2].[$(C=O)!$(C(O)=O)!$(C(C)(C)=O):3]=[O:4].[O-:5]	[Ch:3][O:4].[C:1]([O])=[O:2]	
C=O.O=C[C@@](O)(CO)[C@@H](O)[C@@H](O)CO.[OH-]>>O=CO.OC[C@H](O)[C@H](O)C(O)(CO)CO	Cannizzaro	[C&H2:1]=[O:2].[$(C=O)&!$(C(-,:O)=O)&!$(C(-,:C)(-,:C)=O):3]=[O:4].[O&-:5]>>[C&h:3][O:4].[C:1](-,:O)=[O:2]	[CH2:1]=[O:2].[$(C=O)!$(C(O)=O)!$(C(C)(C)=O):3]=[O:4].[O-:5]	[Ch:3][O:4].[C:1]([O])=[O:2]	
C=O.O=C[C@@](O)(CO)[C@@H](O)[C@H](O)CO.[OH-]>>O=CO.OC[C@@H](O)[C@H](O)C(O)(CO)CO	Cannizzaro	[C&H2:1]=[O:2].[$(C=O)&!$(C(-,:O)=O)&!$(C(-,:C)(-,:C)=O):3]=[O:4].[O&-:5]>>[C&h:3][O:4].[C:1](-,:O)=[O:2]	[CH2:1]=[O:2].[$(C=O)!$(C(O)=O)!$(C(C)(C)=O):3]=[O:4].[O-:5]	[Ch:3][O:4].[C:1]([O])=[O:2]	
C=O.O=C[C@](O)(CO)[C@H](O)[C@@H](O)CO.[OH-]>>O=CO.OC[C@H](O)[C@@H](O)C(O)(CO)CO	Cannizzaro	[C&H2:1]=[O:2].[$(C=O)&!$(C(-,:O)=O)&!$(C(-,:C)(-,:C)=O):3]=[O:4].[O&-:5]>>[C&h:3][O:4].[C:1](-,:O)=[O:2]	[CH2:1]=[O:2].[$(C=O)!$(C(O)=O)!$(C(C)(C)=O):3]=[O:4].[O-:5]	[Ch:3][O:4].[C:1]([O])=[O:2]	
C=O.O=C[C@](O)(CO)[C@H](O)[C@H](O)CO.[OH-]>>O=CO.OC[C@@H](O)[C@@H](O)C(O)(CO)CO	Cannizzaro	[C&H2:1]=[O:2].[$(C=O)&!$(C(-,:O)=O)&!$(C(-,:C)(-,:C)=O):3]=[O:4].[O&-:5]>>[C&h:3][O:4].[C:1](-,:O)=[O:2]	[CH2:1]=[O:2].[$(C=O)!$(C(O)=O)!$(C(C)(C)=O):3]=[O:4].[O-:5]	[Ch:3][O:4].[C:1]([O])=[O:2]	
C=O.O=C[C@](O)(CO)[C@@H](O)[C@@H](O)CO.[OH-]>>O=CO.OC[C@H](O)[C@H](O)C(O)(CO)CO	Cannizzaro	[C&H2:1]=[O:2].[$(C=O)&!$(C(-,:O)=O)&!$(C(-,:C)(-,:C)=O):3]=[O:4].[O&-:5]>>[C&h:3][O:4].[C:1](-,:O)=[O:2]	[CH2:1]=[O:2].[$(C=O)!$(C(O)=O)!$(C(C)(C)=O):3]=[O:4].[O-:5]	[Ch:3][O:4].[C:1]([O])=[O:2]	
C=O.O=C[C@](O)(CO)[C@@H](O)[C@H](O)CO.[OH-]>>O=CO.OC[C@@H](O)[C@H](O)C(O)(CO)CO	Cannizzaro	[C&H2:1]=[O:2].[$(C=O)&!$(C(-,:O)=O)&!$(C(-,:C)(-,:C)=O):3]=[O:4].[O&-:5]>>[C&h:3][O:4].[C:1](-,:O)=[O:2]	[CH2:1]=[O:2].[$(C=O)!$(C(O)=O)!$(C(C)(C)=O):3]=[O:4].[O-:5]	[Ch:3][O:4].[C:1]([O])=[O:2]	
C=O.O=C[C@](O)(CO)C(O)(CO)CO.[OH-]>>O=CO.OCC(O)(CO)C(O)(CO)CO	Cannizzaro	[C&H2:1]=[O:2].[$(C=O)&!$(C(-,:O)=O)&!$(C(-,:C)(-,:C)=O):3]=[O:4].[O&-:5]>>[C&h:3][O:4].[C:1](-,:O)=[O:2]	[CH2:1]=[O:2].[$(C=O)!$(C(O)=O)!$(C(C)(C)=O):3]=[O:4].[O-:5]	[Ch:3][O:4].[C:1]([O])=[O:2]	
C=O.O=C[C@@H](O)C(O)(CO)CO.[OH-]>>O=CO.OC[C@@H](O)C(O)(CO)CO	Cannizzaro	[C&H2:1]=[O:2].[$(C=O)&!$(C(-,:O)=O)&!$(C(-,:C)(-,:C)=O):3]=[O:4].[O&-:5]>>[C&h:3][O:4].[C:1](-,:O)=[O:2]	[CH2:1]=[O:2].[$(C=O)!$(C(O)=O)!$(C(C)(C)=O):3]=[O:4].[O-:5]	[Ch:3][O:4].[C:1]([O])=[O:2]	
C=O.O=C[C@H](O)C(O)(CO)CO.[OH-]>>O=CO.OC[C@H](O)C(O)(CO)CO	Cannizzaro	[C&H2:1]=[O:2].[$(C=O)&!$(C(-,:O)=O)&!$(C(-,:C)(-,:C)=O):3]=[O:4].[O&-:5]>>[C&h:3][O:4].[C:1](-,:O)=[O:2]	[CH2:1]=[O:2].[$(C=O)!$(C(O)=O)!$(C(C)(C)=O):3]=[O:4].[O-:5]	[Ch:3][O:4].[C:1]([O])=[O:2]	
C=O.O=C[C@@](O)(CO)C(O)(CO)CO.[OH-]>>O=CO.OCC(O)(CO)C(O)(CO)CO	Cannizzaro	[C&H2:1]=[O:2].[$(C=O)&!$(C(-,:O)=O)&!$(C(-,:C)(-,:C)=O):3]=[O:4].[O&-:5]>>[C&h:3][O:4].[C:1](-,:O)=[O:2]	[CH2:1]=[O:2].[$(C=O)!$(C(O)=O)!$(C(C)(C)=O):3]=[O:4].[O-:5]	[Ch:3][O:4].[C:1]([O])=[O:2]	
O=C(CO)CO.[OH-]>>OC=C(O)CO.[OH-]	deprotonation-t1	[$([C&h]C=O)&!$([C&h](-,:CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch]C=O)!$([Ch](CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C(CO)[C@H](O)CO.[OH-]>>OC=C(O)[C@H](O)CO.[OH-]	deprotonation-t1	[$([C&h]C=O)&!$([C&h](-,:CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch]C=O)!$([Ch](CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C(CO)[C@@H](O)CO.[OH-]>>OC=C(O)[C@@H](O)CO.[OH-]	deprotonation-t1	[$([C&h]C=O)&!$([C&h](-,:CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch]C=O)!$([Ch](CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C(CO)[C@H](O)[C@@H](O)CO.[OH-]>>OC=C(O)[C@H](O)[C@@H](O)CO.[OH-]	deprotonation-t1	[$([C&h]C=O)&!$([C&h](-,:CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch]C=O)!$([Ch](CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C(CO)[C@H](O)[C@H](O)CO.[OH-]>>OC=C(O)[C@H](O)[C@H](O)CO.[OH-]	deprotonation-t1	[$([C&h]C=O)&!$([C&h](-,:CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch]C=O)!$([Ch](CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
O=C(CO)[C@@H](O)[C@@H](O)CO.[OH-]>>OC=C(O)[C@@H](O)[C@@H](O)CO.[OH-]	deprotonation-t1	[$([C&h]C=O)&!$([C&h](-,:CO)C=O):1][C:2]=[O:3].[O&-:4]>>[C:1]=[C:2][O:3].[O&-:4]	[$([Ch]C=O)!$([Ch](CO)C=O):1][C:2]=[O:3].[O-:4]	[C:1]=[C:2][O:3].[O-:4]	
